cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
LAVRAS DA MANGABEIRA,CE,Nordeste,2307502,31335,0,0,2,0,0,Rádio,2,6.382639221318016
LAVRAS DO SUL,RS,Sul,4311502,7807,1,0,1,0,1,Vários,3,38.427052645062126
LAVRINHAS,SP,Sudeste,3526605,7150,0,0,0,0,1,Televisão,1,13.986013986013987
LEANDRO FERREIRA,MG,Sudeste,3138302,3300,0,0,0,0,0,Nenhum,0,0
LEBON RÉGIS,SC,Sul,4209706,12133,0,0,0,0,1,Televisão,1,8.241984669908513
LEME,SP,Sudeste,3526704,101184,2,1,2,0,1,Vários,6,5.9297912713472485
LEME DO PRADO,MG,Sudeste,3138351,4998,0,0,0,0,0,Nenhum,0,0
LENÇÓIS,BA,Nordeste,2919306,11636,0,0,0,0,1,Televisão,1,8.594018563080096
LENÇÓIS PAULISTA,SP,Sudeste,3526803,67185,1,1,3,0,1,Vários,6,8.930564858227282
LEOBERTO LEAL,SC,Sul,4209805,3140,0,0,0,0,1,Televisão,1,31.84713375796178
LEOPOLDINA,MG,Sudeste,3138401,53354,3,0,1,0,1,Vários,5,9.371368594669566
LEOPOLDO DE BULHÕES,GO,Centro-Oeste,5212303,7773,0,0,0,0,0,Nenhum,0,0
LEÓPOLIS,PR,Sul,4113403,4131,0,0,0,0,0,Nenhum,0,0
LIBERATO SALZANO,RS,Sul,4311601,5686,0,0,0,0,1,Televisão,1,17.58705592683785
LIBERDADE,MG,Sudeste,3138500,5296,0,0,0,0,0,Nenhum,0,0
LICÍNIO DE ALMEIDA,BA,Nordeste,2919405,12969,0,0,0,0,1,Televisão,1,7.7106947335954965
LIDIANÓPOLIS,PR,Sul,4113429,3662,0,0,0,0,0,Nenhum,0,0
LIMA CAMPOS,MA,Nordeste,2106003,11695,0,0,0,0,1,Televisão,1,8.550662676357417
LIMA DUARTE,MG,Sudeste,3138609,16910,2,0,0,0,0,Jornal,2,11.827321111768185
LIMEIRA,SP,Sudeste,3526902,300911,2,1,6,0,5,Vários,14,4.652538458215219
LIMEIRA DO OESTE,MG,Sudeste,3138625,7487,0,0,0,0,0,Nenhum,0,0
LIMOEIRO,PE,Nordeste,2608909,56140,0,0,2,0,0,Rádio,2,3.562522265764161
LIMOEIRO DE ANADIA,AL,Nordeste,2704203,28953,0,0,0,0,0,Nenhum,0,0
LIMOEIRO DO AJURU,PA,Norte,1504000,28138,0,0,0,0,0,Nenhum,0,0
LIMOEIRO DO NORTE,CE,Nordeste,2307601,58915,0,0,2,0,0,Rádio,2,3.39472120852075
LINDOESTE,PR,Sul,4113452,5071,0,0,0,0,0,Nenhum,0,0
LINDÓIA,SP,Sudeste,3527009,7695,0,0,0,0,1,Televisão,1,12.99545159194282
LINDÓIA DO SUL,SC,Sul,4209854,4615,0,0,0,0,0,Nenhum,0,0
LINDOLFO COLLOR,RS,Sul,4311627,5765,0,0,0,0,0,Nenhum,0,0
LINHA NOVA,RS,Sul,4311643,1712,0,0,0,0,0,Nenhum,0,0
LINHARES,ES,Sudeste,3203205,169048,3,0,6,0,2,Vários,11,6.507027589796981
LINS,SP,Sudeste,3527108,77021,3,0,5,0,0,Vários,8,10.38677763207437
LIVRAMENTO,PB,Nordeste,2508505,7386,0,0,0,0,1,Televisão,1,13.539128080151638
LIVRAMENTO DE NOSSA SENHORA,BA,Nordeste,2919504,46739,0,0,1,0,1,Vários,2,4.279081709065235
LIZARDA,TO,Norte,1712405,3787,0,0,0,0,0,Nenhum,0,0
LOANDA,PR,Sul,4113502,22903,2,0,2,0,0,Vários,4,17.46496092214994
LOBATO,PR,Sul,4113601,4751,0,0,0,0,0,Nenhum,0,0
LOGRADOURO,PB,Nordeste,2508554,4343,0,0,0,0,0,Nenhum,0,0
LONDRINA,PR,Sul,4113700,558439,8,5,20,0,5,Vários,38,6.80468233773071
LONTRA,MG,Sudeste,3138658,9044,0,0,0,0,0,Nenhum,0,0
LONTRAS,SC,Sul,4209904,11774,0,0,1,0,1,Vários,2,16.986580601324953
LORENA,SP,Sudeste,3527207,87980,2,0,3,0,0,Vários,5,5.683109797681292
LORETO,MA,Nordeste,2106102,12009,0,0,0,0,0,Nenhum,0,0
LOURDES,SP,Sudeste,3527256,2270,0,0,0,0,0,Nenhum,0,0
LOUVEIRA,SP,Sudeste,3527306,45922,1,0,0,0,0,Jornal,1,2.1776055049867167
LUCAS DO RIO VERDE,MT,Centro-Oeste,5105259,61515,2,3,1,0,2,Vários,8,13.004958140290986
LUCÉLIA,SP,Sudeste,3527405,21461,0,0,2,0,0,Rádio,2,9.319230231582871
LUCENA,PB,Nordeste,2508604,13121,0,0,0,0,0,Nenhum,0,0
LUCIANÓPOLIS,SP,Sudeste,3527504,2381,0,0,0,0,1,Televisão,1,41.999160016799664
LUCIARA,MT,Centro-Oeste,5105309,2043,0,0,0,0,0,Nenhum,0,0
LUCRÉCIA,RN,Nordeste,2406908,4002,0,0,0,0,0,Nenhum,0,0
LUÍS ANTÔNIO,SP,Sudeste,3527603,14021,0,0,0,0,0,Nenhum,0,0
LUÍS CORREIA,PI,Nordeste,2205706,29792,0,0,0,0,1,Televisão,1,3.3566058002148225
LUÍS DOMINGUES,MA,Nordeste,2106201,6867,0,0,0,0,0,Nenhum,0,0
LUÍS EDUARDO MAGALHÃES,BA,Nordeste,2919553,83557,4,0,2,0,0,Vários,6,7.1807269289227715
LUÍS GOMES,RN,Nordeste,2407005,10211,0,0,0,0,0,Nenhum,0,0
LUISBURGO,MG,Sudeste,3138674,6409,0,0,0,0,0,Nenhum,0,0
LUISLÂNDIA,MG,Sudeste,3138682,6756,0,0,0,0,0,Nenhum,0,0
LUIZ ALVES,SC,Sul,4210001,12413,0,0,0,0,0,Nenhum,0,0
LUIZIANA,PR,Sul,4113734,7455,0,0,0,0,0,Nenhum,0,0
LUIZIÂNIA,SP,Sudeste,3527702,5633,0,0,0,0,0,Nenhum,0,0
LUMINÁRIAS,MG,Sudeste,3138708,5572,0,0,0,0,0,Nenhum,0,0
LUNARDELLI,PR,Sul,4113759,5063,0,0,0,0,0,Nenhum,0,0
LUPÉRCIO,SP,Sudeste,3527801,4573,0,0,0,0,0,Nenhum,0,0
LUPIONÓPOLIS,PR,Sul,4113809,4911,0,0,1,0,0,Rádio,1,20.36245163917736
LUTÉCIA,SP,Sudeste,3527900,2705,0,0,0,0,0,Nenhum,0,0
LUZ,MG,Sudeste,3138807,18400,4,1,1,0,1,Vários,7,38.04347826086956
LUZERNA,SC,Sul,4210035,5705,0,0,0,0,0,Nenhum,0,0
LUZIÂNIA,GO,Centro-Oeste,5212501,199615,3,0,2,0,1,Vários,6,3.0057861383162585
LUZILÂNDIA,PI,Nordeste,2205805,25082,0,0,1,0,1,Vários,2,7.973845785822502
LUZINÓPOLIS,TO,Norte,1712454,3038,0,0,0,0,0,Nenhum,0,0
MACAÉ,RJ,Sudeste,3302403,244139,4,1,4,0,0,Vários,9,3.686424536841717
MACAÍBA,RN,Nordeste,2407104,80031,0,0,0,0,1,Televisão,1,1.2495158126226087
MACAJUBA,BA,Nordeste,2919603,11879,0,0,0,0,1,Televisão,1,8.418217021634819
MAÇAMBARÁ,RS,Sul,4311718,4804,0,0,2,0,0,Rádio,2,41.631973355537056
MACAMBIRA,SE,Nordeste,2803708,6920,0,0,0,0,0,Nenhum,0,0
MACAPÁ,AP,Norte,1600303,474706,5,11,9,0,7,Vários,32,6.7410144384103
MACAPARANA,PE,Nordeste,2609006,25214,0,0,0,0,1,Televisão,1,3.966050606805743
MACARANI,BA,Nordeste,2919702,19110,0,0,2,0,0,Rádio,2,10.465724751439037
MACATUBA,SP,Sudeste,3528007,17111,1,0,0,0,1,Vários,2,11.688387586932382
MACAU,RN,Nordeste,2407203,31859,0,0,1,0,0,Rádio,1,3.13883047176622
MACAUBAL,SP,Sudeste,3528106,8086,0,0,0,0,0,Nenhum,0,0
MACAÚBAS,BA,Nordeste,2919801,50987,0,0,1,0,1,Vários,2,3.922568497852394
MACEDÔNIA,SP,Sudeste,3528205,3736,0,0,0,0,0,Nenhum,0,0
MACEIÓ,AL,Nordeste,2704302,1029129,9,11,21,0,12,Vários,53,5.149986056169829
MACHACALIS,MG,Sudeste,3138906,7237,0,0,0,0,0,Nenhum,0,0
MACHADINHO,RS,Sul,4311700,5640,0,0,0,0,0,Nenhum,0,0
MACHADINHO D'OESTE,RO,Norte,1100130,38609,0,0,1,0,0,Rádio,1,2.5900696728742005
MACHADO,MG,Sudeste,3139003,41920,1,0,3,0,1,Vários,5,11.927480916030534
MACHADOS,PE,Nordeste,2609105,15820,0,0,0,0,0,Nenhum,0,0
MACIEIRA,SC,Sul,4210050,1799,0,0,0,0,0,Nenhum,0,0
MACUCO,RJ,Sudeste,3302452,5434,0,0,0,0,0,Nenhum,0,0
MACURURÉ,BA,Nordeste,2919900,8266,0,0,0,0,0,Nenhum,0,0
MADALENA,CE,Nordeste,2307635,19800,0,0,0,0,0,Nenhum,0,0
MADEIRO,PI,Nordeste,2205854,8170,0,0,0,0,0,Nenhum,0,0
MADRE DE DEUS,BA,Nordeste,2919926,21007,0,0,0,0,0,Nenhum,0,0
MADRE DE DEUS DE MINAS,MG,Sudeste,3139102,5153,0,0,0,0,1,Televisão,1,19.406171162429654
MÃE D'ÁGUA,PB,Nordeste,2508703,4009,0,0,0,0,0,Nenhum,0,0
MÃE DO RIO,PA,Norte,1504059,29260,0,0,0,0,1,Televisão,1,3.4176349965823647
MAETINGA,BA,Nordeste,2919959,4456,0,0,0,0,0,Nenhum,0,0
MAFRA,SC,Sul,4210100,55907,10,1,1,0,0,Vários,12,21.464217360974477
MAGALHÃES BARATA,PA,Norte,1504109,8316,0,0,0,0,0,Nenhum,0,0
MAGALHÃES DE ALMEIDA,MA,Nordeste,2106300,19779,0,0,0,0,1,Televisão,1,5.055867334041155
MAGDA,SP,Sudeste,3528304,3185,0,0,0,0,0,Nenhum,0,0
MAGÉ,RJ,Sudeste,3302502,237420,3,1,0,0,0,Vários,4,1.6847780304944824
MAIQUINIQUE,BA,Nordeste,2920007,10274,0,0,0,0,0,Nenhum,0,0
MAIRI,BA,Nordeste,2920106,19695,0,0,1,0,0,Rádio,1,5.077430820005077
MAIRINQUE,SP,Sudeste,3528403,46567,1,0,0,0,0,Jornal,1,2.1474434685506902
MAIRIPORÃ,SP,Sudeste,3528502,95601,2,0,0,0,1,Vários,3,3.1380424890953025
MAIRIPOTABA,GO,Centro-Oeste,5212600,2432,0,0,0,0,0,Nenhum,0,0
MAJOR GERCINO,SC,Sul,4210209,3429,0,0,0,0,1,Televisão,1,29.163021289005545
MAJOR ISIDORO,AL,Nordeste,2704401,20200,0,0,0,0,0,Nenhum,0,0
MAJOR SALES,RN,Nordeste,2407252,4002,0,0,0,0,0,Nenhum,0,0
MAJOR VIEIRA,SC,Sul,4210308,8015,0,0,1,0,1,Vários,2,24.953212726138492
MALACACHETA,MG,Sudeste,3139201,19157,0,0,1,0,1,Vários,2,10.44004802422091
MALHADA,BA,Nordeste,2920205,17526,0,0,0,0,0,Nenhum,0,0
MALHADA DE PEDRAS,BA,Nordeste,2920304,8856,0,0,0,0,0,Nenhum,0,0
MALHADA DOS BOIS,SE,Nordeste,2803807,3693,0,0,0,0,0,Nenhum,0,0
MALHADOR,SE,Nordeste,2803906,12691,0,0,0,0,0,Nenhum,0,0
MALLET,PR,Sul,4113908,13738,0,0,1,0,1,Vários,2,14.558159848595137
MALTA,PB,Nordeste,2508802,5665,0,0,0,0,1,Televisão,1,17.6522506619594
MAMANGUAPE,PB,Nordeste,2508901,45005,0,0,2,0,0,Rádio,2,4.4439506721475395
MAMBAÍ,GO,Centro-Oeste,5212709,8271,0,0,0,0,0,Nenhum,0,0
MAMBORÊ,PR,Sul,4114005,13798,0,0,0,0,1,Televisão,1,7.247427163357009
MAMONAS,MG,Sudeste,3139250,6624,0,0,0,0,0,Nenhum,0,0
MAMPITUBA,RS,Sul,4311734,3079,0,0,0,0,0,Nenhum,0,0
MANACAPURU,AM,Norte,1302504,96460,0,0,2,0,0,Rádio,2,2.073398299813394
MANAÍRA,PB,Nordeste,2509008,11120,0,0,0,0,0,Nenhum,0,0
MANAQUIRI,AM,Norte,1302553,30222,0,0,0,0,0,Nenhum,0,0
MANARI,PE,Nordeste,2609154,21047,0,0,0,0,0,Nenhum,0,0
MANAUS,AM,Norte,1302603,2130264,13,34,20,0,18,Vários,85,3.990115779077147
MÂNCIO LIMA,AC,Norte,1200336,17910,0,0,0,0,1,Televisão,1,5.583472920156337
MANDAGUAÇU,PR,Sul,4114104,22164,0,0,3,0,0,Rádio,3,13.535462912831619
MANDAGUARI,PR,Sul,4114203,34559,1,0,2,0,0,Vários,3,8.680806736306028
MANDIRITUBA,PR,Sul,4114302,25662,0,0,0,0,0,Nenhum,0,0
MANDURI,SP,Sudeste,3528601,9714,0,0,0,0,1,Televisão,1,10.29442042413012
MANFRINÓPOLIS,PR,Sul,4114351,2861,0,0,0,0,0,Nenhum,0,0
MANGA,MG,Sudeste,3139300,19372,0,0,1,0,1,Vários,2,10.324179227751394
MANGARATIBA,RJ,Sudeste,3302601,42415,1,2,0,0,1,Vários,4,9.430625957797949
MANGUEIRINHA,PR,Sul,4114401,17269,1,1,1,0,0,Vários,3,17.372169784006022
MANHUAÇU,MG,Sudeste,3139409,88580,5,4,3,0,2,Vários,14,15.804922104312487
MANHUMIRIM,MG,Sudeste,3139508,22784,0,0,2,0,1,Vários,3,13.167134831460674
MANICORÉ,AM,Norte,1302702,54708,0,0,1,0,0,Rádio,1,1.827886232360898
MANOEL EMÍDIO,PI,Nordeste,2205904,5266,0,0,0,0,0,Nenhum,0,0
MANOEL RIBAS,PR,Sul,4114500,13708,0,0,0,0,0,Nenhum,0,0
MANOEL URBANO,AC,Norte,1200344,8886,0,0,0,0,0,Nenhum,0,0
MANOEL VIANA,RS,Sul,4311759,7383,0,0,1,0,0,Rádio,1,13.544629554381688
MANOEL VITORINO,BA,Nordeste,2920403,14251,0,0,0,0,1,Televisão,1,7.017051434987019
MANSIDÃO,BA,Nordeste,2920452,13959,0,0,0,0,0,Nenhum,0,0
MANTENA,MG,Sudeste,3139607,28132,0,0,2,0,1,Vários,3,10.664012512441348
MANTENÓPOLIS,ES,Sudeste,3203304,15419,0,0,0,0,0,Nenhum,0,0
MAQUINÉ,RS,Sul,4311775,7016,0,0,0,0,0,Nenhum,0,0
MAR DE ESPANHA,MG,Sudeste,3139805,12743,0,0,0,0,1,Televisão,1,7.847445656438829
MAR VERMELHO,AL,Nordeste,2704906,3579,0,0,0,0,0,Nenhum,0,0
MARA ROSA,GO,Centro-Oeste,5212808,10228,0,0,0,0,1,Televisão,1,9.777082518576456
MARAÃ,AM,Norte,1302801,18531,0,0,0,0,0,Nenhum,0,0
MARABÁ,PA,Norte,1504208,271594,3,1,2,0,8,Vários,14,5.154753050509216
MARABÁ PAULISTA,SP,Sudeste,3528700,5611,0,0,0,0,1,Televisão,1,17.822135091783995
MARACAÇUMÉ,MA,Nordeste,2106326,21293,0,0,0,0,0,Nenhum,0,0
MARACAÍ,SP,Sudeste,3528809,13981,0,0,0,0,1,Televisão,1,7.152564194263643
MARACAJÁ,SC,Sul,4210407,7139,0,0,0,0,0,Nenhum,0,0
MARACAJU,MS,Centro-Oeste,5005400,44994,1,0,3,0,1,Vários,5,11.112592790149797
MARACANÃ,PA,Norte,1504307,28679,0,0,1,0,0,Rádio,1,3.4868719271941138
MARACANAÚ,CE,Nordeste,2307650,224804,0,0,3,0,0,Rádio,3,1.3344958274763794
MARACÁS,BA,Nordeste,2920502,23018,0,0,0,0,1,Televisão,1,4.344426101312017
MARAGOGI,AL,Nordeste,2704500,32940,0,0,1,0,0,Rádio,1,3.0358227079538556
MARAGOGIPE,BA,Nordeste,2920601,46260,0,0,0,0,0,Nenhum,0,0
MARAIAL,PE,Nordeste,2609204,11433,0,0,0,0,0,Nenhum,0,0
MARAJÁ DO SENA,MA,Nordeste,2106359,7604,0,0,0,0,0,Nenhum,0,0
MARANGUAPE,CE,Nordeste,2307700,126486,0,0,0,0,0,Nenhum,0,0
MARANHÃOZINHO,MA,Nordeste,2106375,16366,0,0,0,0,0,Nenhum,0,0
MARAPANIM,PA,Norte,1504406,27569,0,0,0,0,0,Nenhum,0,0
MARAPOAMA,SP,Sudeste,3528858,2949,0,0,0,0,0,Nenhum,0,0
MARATÁ,RS,Sul,4311791,2677,0,0,0,0,0,Nenhum,0,0
MARATAÍZES,ES,Sudeste,3203320,38670,1,0,1,0,0,Vários,2,5.17196793379881
MARAU,RS,Sul,4311809,41059,3,0,2,0,1,Vários,6,14.613117708663143
MARAÚ,BA,Nordeste,2920700,21313,0,0,0,0,0,Nenhum,0,0
MARAVILHA,AL,Nordeste,2704609,9418,0,0,0,0,0,Nenhum,0,0
MARAVILHA,SC,Sul,4210506,25076,3,0,2,0,1,Vários,6,23.927261126176425
MARAVILHAS,MG,Sudeste,3139706,7876,0,0,0,0,0,Nenhum,0,0
MARCAÇÃO,PB,Nordeste,2509057,8586,0,0,0,0,0,Nenhum,0,0
MARCELÂNDIA,MT,Centro-Oeste,5105580,10422,0,0,0,0,1,Televisão,1,9.595087315294569
MARCELINO RAMOS,RS,Sul,4311908,4941,0,0,1,0,1,Vários,2,40.477636106051406
MARCELINO VIEIRA,RN,Nordeste,2407302,8492,0,0,0,0,0,Nenhum,0,0
MARCIONÍLIO SOUZA,BA,Nordeste,2920809,10931,0,0,0,0,0,Nenhum,0,0
MARCO,CE,Nordeste,2307809,26981,0,0,0,0,0,Nenhum,0,0
MARCOLÂNDIA,PI,Nordeste,2205953,8342,0,0,0,0,0,Nenhum,0,0
MARCOS PARENTE,PI,Nordeste,2206001,4478,0,0,0,0,0,Nenhum,0,0
MARECHAL CÂNDIDO RONDON,PR,Sul,4114609,51795,1,2,3,0,0,Vários,6,11.584129742253113
MARECHAL DEODORO,AL,Nordeste,2704708,52260,0,0,1,0,0,Rádio,1,1.9135093761959434
MARECHAL FLORIANO,ES,Sudeste,3203346,16545,0,0,0,0,0,Nenhum,0,0
MARECHAL THAUMATURGO,AC,Norte,1200351,17897,0,0,0,0,0,Nenhum,0,0
MAREMA,SC,Sul,4210555,1906,0,0,0,0,0,Nenhum,0,0
MARI,PB,Nordeste,2509107,21854,0,0,0,0,0,Nenhum,0,0
MARIA DA FÉ,MG,Sudeste,3139904,14488,0,0,0,0,1,Televisão,1,6.902263942573165
MARIA HELENA,PR,Sul,4114708,5932,0,0,0,0,0,Nenhum,0,0
MARIALVA,PR,Sul,4114807,34955,0,0,2,0,0,Rádio,2,5.721642111285939
MARIANA,MG,Sudeste,3140001,59857,5,1,2,0,3,Vários,11,18.37713216499323
MARIANA PIMENTEL,RS,Sul,4311981,3932,0,0,0,0,0,Nenhum,0,0
MARIANO MORO,RS,Sul,4312005,2190,0,0,0,0,1,Televisão,1,45.662100456621005
MARIANÓPOLIS DO TOCANTINS,TO,Norte,1712504,5054,0,0,0,0,0,Nenhum,0,0
MARIÁPOLIS,SP,Sudeste,3528908,4087,0,0,0,0,0,Nenhum,0,0
MARIBONDO,AL,Nordeste,2704807,13514,0,0,0,0,1,Televisão,1,7.399733609590054
MARICÁ,RJ,Sudeste,3302700,153008,5,1,0,0,1,Vários,7,4.574924186970616
MARILAC,MG,Sudeste,3140100,4254,0,0,0,0,1,Televisão,1,23.507287259050305
MARILÂNDIA,ES,Sudeste,3203353,12602,0,0,0,0,0,Nenhum,0,0
MARILÂNDIA DO SUL,PR,Sul,4114906,9068,0,0,0,0,0,Nenhum,0,0
MARILENA,PR,Sul,4115002,7166,0,0,0,0,0,Nenhum,0,0
MARÍLIA,SP,Sudeste,3529005,235234,5,3,5,0,0,Vários,13,5.526411998265557
MARILUZ,PR,Sul,4115101,10555,0,0,0,0,0,Nenhum,0,0
MARINGÁ,PR,Sul,4115200,406693,7,3,13,0,7,Vários,30,7.376571517090287
MARINÓPOLIS,SP,Sudeste,3529104,2140,0,0,0,0,0,Nenhum,0,0
MÁRIO CAMPOS,MG,Sudeste,3140159,14988,0,0,0,0,0,Nenhum,0,0
MARIÓPOLIS,PR,Sul,4115309,6638,0,0,0,0,0,Nenhum,0,0
MARIPÁ,PR,Sul,4115358,5776,0,0,0,0,0,Nenhum,0,0
MARIPÁ DE MINAS,MG,Sudeste,3140209,2979,0,0,0,0,1,Televisão,1,33.56831151393085
MARITUBA,PA,Norte,1504422,127858,0,0,0,0,0,Nenhum,0,0
MARIZÓPOLIS,PB,Nordeste,2509156,6614,0,0,1,0,0,Rádio,1,15.119443604475356
MARLIÉRIA,MG,Sudeste,3140308,4129,0,0,0,0,1,Televisão,1,24.21893921046258
MARMELEIRO,PR,Sul,4115408,14539,0,0,1,0,0,Rádio,1,6.878052135635188
MARMELÓPOLIS,MG,Sudeste,3140407,2900,0,0,0,0,0,Nenhum,0,0
MARQUES DE SOUZA,RS,Sul,4312054,4159,0,0,0,0,0,Nenhum,0,0
MARQUINHO,PR,Sul,4115457,4725,0,0,0,0,0,Nenhum,0,0
MARTINHO CAMPOS,MG,Sudeste,3140506,13436,0,0,1,0,0,Rádio,1,7.442691277165824
MARTINÓPOLE,CE,Nordeste,2307908,11082,0,0,0,0,0,Nenhum,0,0
MARTINÓPOLIS,SP,Sudeste,3529203,26123,1,0,2,0,0,Vários,3,11.484132756574665
MARTINS,RN,Nordeste,2407401,8793,0,0,1,0,0,Rádio,1,11.372682815876265
MARTINS SOARES,MG,Sudeste,3140530,8172,0,0,0,0,0,Nenhum,0,0
MARUIM,SE,Nordeste,2804003,17297,0,0,0,0,0,Nenhum,0,0
MARUMBI,PR,Sul,4115507,4765,0,0,0,0,0,Nenhum,0,0
MARZAGÃO,GO,Centro-Oeste,5212907,2226,0,0,0,0,0,Nenhum,0,0
MASCOTE,BA,Nordeste,2920908,14728,0,0,0,0,0,Nenhum,0,0
MASSAPÊ,CE,Nordeste,2308005,38210,0,0,2,0,0,Rádio,2,5.234231876472128
MASSAPÊ DO PIAUÍ,PI,Nordeste,2206050,6338,0,0,0,0,0,Nenhum,0,0
MASSARANDUBA,PB,Nordeste,2509206,13853,0,0,0,0,0,Nenhum,0,0
MASSARANDUBA,SC,Sul,4210605,16455,0,0,0,0,0,Nenhum,0,0
MATA,RS,Sul,4312104,5124,0,0,0,0,0,Nenhum,0,0
MATA DE SÃO JOÃO,BA,Nordeste,2921005,46998,0,0,1,0,0,Rádio,1,2.1277501170262565
MATA GRANDE,AL,Nordeste,2705002,25589,0,0,0,0,1,Televisão,1,3.9079291883231075
MATA ROMA,MA,Nordeste,2106409,16745,0,0,0,0,1,Televisão,1,5.971931919976112
MATA VERDE,MG,Sudeste,3140555,8539,0,0,0,0,0,Nenhum,0,0
MATÃO,SP,Sudeste,3529302,82307,2,0,3,0,3,Vários,8,9.71970792277692
MATARACA,PB,Nordeste,2509305,8466,0,0,0,0,1,Televisão,1,11.811953697141508
MATEIROS,TO,Norte,1712702,2614,0,0,0,0,0,Nenhum,0,0
MATELÂNDIA,PR,Sul,4115606,17640,1,0,1,0,0,Vários,2,11.337868480725625
MATERLÂNDIA,MG,Sudeste,3140605,4619,0,0,0,0,1,Televisão,1,21.649707728945657
MATEUS LEME,MG,Sudeste,3140704,30678,1,0,0,0,0,Jornal,1,3.2596649064476173
MATHIAS LOBATO,MG,Sudeste,3171501,3342,0,0,0,0,0,Nenhum,0,0
MATIAS BARBOSA,MG,Sudeste,3140803,14449,0,0,0,0,0,Nenhum,0,0
MATIAS CARDOSO,MG,Sudeste,3140852,10999,0,0,0,0,0,Nenhum,0,0
MATIAS OLÍMPIO,PI,Nordeste,2206100,10759,0,0,0,0,0,Nenhum,0,0
MATINA,BA,Nordeste,2921054,12488,0,0,0,0,0,Nenhum,0,0
MATINHA,MA,Nordeste,2106508,23091,0,0,0,0,1,Televisão,1,4.330691611450349
MATINHAS,PB,Nordeste,2509339,4537,0,0,0,0,0,Nenhum,0,0
MATINHOS,PR,Sul,4115705,33450,0,0,1,0,0,Rádio,1,2.9895366218236172
MATIPÓ,MG,Sudeste,3140902,18914,0,0,0,0,1,Televisão,1,5.287088928835783
MATO CASTELHANO,RS,Sul,4312138,2574,0,0,0,0,0,Nenhum,0,0
MATO GROSSO,PB,Nordeste,2509370,2915,0,0,0,0,0,Nenhum,0,0
MATO LEITÃO,RS,Sul,4312153,4276,0,0,0,0,0,Nenhum,0,0
MATO QUEIMADO,RS,Sul,4312179,1780,0,0,0,0,0,Nenhum,0,0
MATO RICO,PR,Sul,4115739,3576,0,0,0,0,0,Nenhum,0,0
MATO VERDE,MG,Sudeste,3141009,12849,0,0,1,0,1,Vários,2,15.565413650867773
MATÕES,MA,Nordeste,2106607,33374,0,0,0,0,0,Nenhum,0,0
MATÕES DO NORTE,MA,Nordeste,2106631,16908,0,0,0,0,0,Nenhum,0,0
MATOS COSTA,SC,Sul,4210704,2614,0,0,0,0,1,Televisão,1,38.255547054322875
MATOZINHOS,MG,Sudeste,3141108,37344,1,0,0,0,0,Jornal,1,2.677806341045416
MATRINCHÃ,GO,Centro-Oeste,5212956,4490,0,0,0,0,0,Nenhum,0,0
MATRIZ DE CAMARAGIBE,AL,Nordeste,2705101,25012,0,0,0,0,1,Televisão,1,3.998080921157844
MATUPÁ,MT,Centro-Oeste,5105606,15870,0,0,1,0,3,Vários,4,25.20478890989288
MATURÉIA,PB,Nordeste,2509396,6587,0,0,0,0,0,Nenhum,0,0
MATUTINA,MG,Sudeste,3141207,3846,0,0,0,0,1,Televisão,1,26.001040041601666
MAUÁ,SP,Sudeste,3529401,462005,4,2,0,0,0,Vários,6,1.2986872436445493
MAUÁ DA SERRA,PR,Sul,4115754,10039,0,0,0,0,0,Nenhum,0,0
MAUÉS,AM,Norte,1302900,62212,0,0,2,0,0,Rádio,2,3.214813862277374
MAURILÂNDIA,GO,Centro-Oeste,5213004,13379,0,0,0,0,1,Televisão,1,7.474400179385604
MAURILÂNDIA DO TOCANTINS,TO,Norte,1712801,3409,0,0,0,0,0,Nenhum,0,0
MAURITI,CE,Nordeste,2308104,46548,0,0,0,0,0,Nenhum,0,0
MAXARANGUAPE,RN,Nordeste,2407500,12223,0,0,0,0,0,Nenhum,0,0
MAXIMILIANO DE ALMEIDA,RS,Sul,4312203,4804,0,0,0,0,1,Televisão,1,20.815986677768528
MAZAGÃO,AP,Norte,1600402,20387,0,0,0,0,0,Nenhum,0,0
MEDEIROS,MG,Sudeste,3141306,3765,0,0,1,0,0,Rádio,1,26.560424966799467
MEDEIROS NETO,BA,Nordeste,2921104,23586,0,0,1,0,1,Vários,2,8.479606546256255
MEDIANEIRA,PR,Sul,4115804,45586,3,1,4,0,1,Vários,9,19.74290352301145
MEDICILÂNDIA,PA,Norte,1504455,30726,0,0,0,0,0,Nenhum,0,0
MEDINA,MG,Sudeste,3141405,21409,0,0,1,0,0,Rádio,1,4.67093278527722
MELEIRO,SC,Sul,4210803,7047,0,0,0,0,0,Nenhum,0,0
MELGAÇO,PA,Norte,1504505,26897,0,0,0,0,0,Nenhum,0,0
MENDES,RJ,Sudeste,3302809,18123,0,0,0,0,1,Televisão,1,5.517850245544336
MENDES PIMENTEL,MG,Sudeste,3141504,6564,0,0,0,0,1,Televisão,1,15.234613040828764
MENDONÇA,SP,Sudeste,3529500,5302,0,0,0,0,0,Nenhum,0,0
MERCEDES,PR,Sul,4115853,5476,0,0,0,0,0,Nenhum,0,0
MERCÊS,MG,Sudeste,3141603,10868,0,0,0,0,1,Televisão,1,9.201324990798675
MERIDIANO,SP,Sudeste,3529609,3892,0,0,0,0,0,Nenhum,0,0
